  700000000.000;           -121.893
  700100100.000;           -124.771
  700200200.000;           -124.771
  700300300.000;           -126.498
  700400400.000;           -124.196
  700500501.000;           -125.923
  700600601.000;           -128.225
  700700701.000;           -125.923
  700800801.000;           -125.347
  700900901.000;           -123.044
  701001001.000;           -124.771
  701101101.000;           -127.074
  701201201.000;           -125.923
  701301301.000;           -121.893
  701401401.000;           -124.196
  701501502.000;           -124.196
  701601602.000;           -125.347
  701701702.000;           -127.074
  701801802.000;           -124.771
  701901902.000;           -125.923
  702002002.000;           -125.923
  702102102.000;           -121.893
  702202202.000;           -125.347
  702302302.000;           -127.650
  702402402.000;           -123.620
  702502503.000;           -123.044
  702602603.000;           -124.196
  702702703.000;           -126.498
  702802803.000;           -125.347
  702902903.000;           -127.074
  703003003.000;           -125.347
  703103103.000;           -121.893
  703203203.000;           -124.196
  703303303.000;           -124.771
  703403403.000;           -125.347
  703503504.000;           -124.196
  703603604.000;           -123.620
  703703704.000;           -123.044
  703803804.000;           -123.044
  703903904.000;           -120.166
  704004004.000;           -124.196
  704104104.000;           -124.196
  704204204.000;           -123.620
  704304304.000;           -124.196
  704404404.000;           -121.893
  704504505.000;           -123.620
  704604605.000;           -121.893
  704704705.000;           -127.650
  704804805.000;           -121.893
  704904905.000;           -121.317
  705005005.000;           -125.347
  705105105.000;           -123.620
  705205205.000;           -120.166
  705305305.000;           -123.620
  705405405.000;           -124.771
  705505506.000;           -122.469
  705605606.000;           -124.771
  705705706.000;           -123.620
  705805806.000;           -123.620
  705905906.000;           -117.288
  706006006.000;           -123.044
  706106106.000;           -125.923
  706206206.000;           -125.923
  706306306.000;           -125.923
  706406406.000;           -124.196
  706506507.000;           -120.742
  706606607.000;           -124.771
  706706707.000;           -125.923
  706806807.000;           -113.834
  706906907.000;           -123.044
  707007007.000;           -123.620
  707107107.000;           -120.742
  707207207.000;           -121.317
  707307307.000;           -123.044
  707407407.000;           -121.893
  707507508.000;           -123.044
  707607608.000;           -120.166
  707707708.000;           -121.317
  707807808.000;           -123.620
  707907908.000;           -123.044
  708008008.000;           -123.044
  708108108.000;           -124.771
  708208208.000;           -124.196
  708308308.000;           -122.469
  708408408.000;           -123.044
  708508509.000;           -124.771
  708608609.000;           -123.620
  708708709.000;           -123.620
  708808809.000;           -120.166
  708908909.000;           -121.893
  709009009.000;           -120.742
  709109109.000;           -124.771
  709209209.000;           -123.044
  709309309.000;           -119.591
  709409409.000;           -123.620
  709509510.000;           -119.015
  709609610.000;           -124.196
  709709710.000;           -121.893
  709809810.000;           -124.196
  709909910.000;           -127.074
  710010010.000;           -123.044
  710110110.000;           -121.317
  710210210.000;           -122.469
  710310310.000;           -123.620
  710410410.000;           -123.044
  710510511.000;           -126.498
  710610611.000;           -122.469
  710710711.000;           -122.469
  710810811.000;           -125.347
  710910911.000;           -122.469
  711011011.000;           -121.317
  711111111.000;           -123.620
  711211211.000;           -127.650
  711311311.000;           -124.771
  711411411.000;           -126.498
  711511512.000;           -123.620
  711611612.000;           -123.044
  711711712.000;           -125.347
  711811812.000;           -123.044
  711911912.000;           -124.196
  712012012.000;           -124.771
  712112112.000;           -126.498
  712212212.000;           -123.620
  712312312.000;           -123.044
  712412412.000;           -124.771
  712512513.000;           -123.044
  712612613.000;           -125.347
  712712713.000;           -124.771
  712812813.000;           -123.044
  712912913.000;           -122.469
  713013013.000;           -123.620
  713113113.000;           -123.044
  713213213.000;           -124.771
  713313313.000;           -123.620
  713413413.000;           -124.771
  713513514.000;           -123.044
  713613614.000;           -125.923
  713713714.000;           -123.044
  713813814.000;           -122.469
  713913914.000;           -125.347
  714014014.000;           -123.620
  714114114.000;           -124.196
  714214214.000;           -122.469
  714314314.000;           -127.650
  714414414.000;           -124.196
  714514515.000;           -125.347
  714614615.000;           -123.620
  714714715.000;           -124.771
  714814815.000;           -121.893
  714914915.000;           -124.771
  715015015.000;           -123.620
  715115115.000;           -123.620
  715215215.000;           -124.196
  715315315.000;           -124.196
  715415415.000;           -125.347
  715515516.000;           -123.620
  715615616.000;           -125.347
  715715716.000;           -127.650
  715815816.000;           -125.923
  715915916.000;           -125.347
  716016016.000;           -124.771
  716116116.000;           -123.620
  716216216.000;           -124.196
  716316316.000;           -123.620
  716416416.000;           -122.469
  716516517.000;           -122.469
  716616617.000;           -124.196
  716716717.000;           -125.347
  716816817.000;           -125.347
  716916917.000;           -123.044
  717017017.000;           -124.196
  717117117.000;           -122.469
  717217217.000;           -123.044
  717317317.000;           -124.196
  717417417.000;           -124.771
  717517518.000;           -123.620
  717617618.000;           -123.044
  717717718.000;           -125.347
  717817818.000;           -120.742
  717917918.000;           -124.771
  718018018.000;           -124.196
  718118118.000;           -124.196
  718218218.000;           -123.044
  718318318.000;           -123.620
  718418418.000;           -123.044
  718518519.000;           -121.317
  718618619.000;           -120.166
  718718719.000;           -123.044
  718818819.000;           -123.044
  718918919.000;           -119.591
  719019019.000;           -121.893
  719119119.000;           -120.166
  719219219.000;           -122.469
  719319319.000;           -123.620
  719419419.000;           -121.893
  719519520.000;           -119.591
  719619620.000;           -120.742
  719719720.000;           -119.015
  719819820.000;           -121.893
  719919920.000;           -124.196
  720020020.000;           -118.439
  720120120.000;           -119.015
  720220220.000;           -125.347
  720320320.000;           -121.893
