  700000000.000;           -122.469
  700100100.000;           -120.166
  700200200.000;           -119.015
  700300300.000;           -122.469
  700400400.000;           -120.166
  700500501.000;           -120.166
  700600601.000;           -105.199
  700700701.000;           -120.166
  700800801.000;           -105.775
  700900901.000;           -123.620
  701001001.000;           -120.166
  701101101.000;           -116.137
  701201201.000;           -119.015
  701301301.000;           -122.469
  701401401.000;           -122.469
  701501502.000;           -117.864
  701601602.000;           -121.317
  701701702.000;           -122.469
  701801802.000;           -117.864
  701901902.000;           -121.317
  702002002.000;           -122.469
  702102102.000;           -121.893
  702202202.000;           -121.317
  702302302.000;           -119.015
  702402402.000;           -123.044
  702502503.000;           -121.317
  702602603.000;           -122.469
  702702703.000;           -119.591
  702802803.000;           -123.044
  702902903.000;           -120.166
  703003003.000;           -119.591
  703103103.000;           -122.469
  703203203.000;           -120.742
  703303303.000;           -117.864
  703403403.000;           -120.742
  703503504.000;           -119.591
  703603604.000;           -121.317
  703703704.000;           -121.893
  703803804.000;           -121.893
  703903904.000;           -122.469
  704004004.000;           -116.712
  704104104.000;           -121.893
  704204204.000;           -118.439
  704304304.000;           -121.893
  704404404.000;           -121.893
  704504505.000;           -119.015
  704604605.000;           -121.893
  704704705.000;           -120.166
  704804805.000;           -123.044
  704904905.000;           -120.742
  705005005.000;           -120.166
  705105105.000;           -123.620
  705205205.000;           -120.742
  705305305.000;           -121.893
  705405405.000;           -120.742
  705505506.000;           -118.439
  705605606.000;           -125.347
  705705706.000;           -120.742
  705805806.000;           -122.469
  705905906.000;           -114.985
  706006006.000;           -119.591
  706106106.000;           -120.742
  706206206.000;           -121.317
  706306306.000;           -119.015
  706406406.000;           -117.864
  706506507.000;           -119.015
  706606607.000;           -120.166
  706706707.000;           -119.591
  706806807.000;           -120.742
  706906907.000;           -119.015
  707007007.000;           -123.044
  707107107.000;           -119.591
  707207207.000;           -120.742
  707307307.000;           -120.166
  707407407.000;           -114.410
  707507508.000;           -117.864
  707607608.000;           -120.166
  707707708.000;           -118.439
  707807808.000;           -119.015
  707907908.000;           -120.742
  708008008.000;           -119.591
  708108108.000;           -119.015
  708208208.000;           -120.166
  708308308.000;           -122.469
  708408408.000;           -119.591
  708508509.000;           -120.166
  708608609.000;           -119.015
  708708709.000;           -121.317
  708808809.000;           -120.166
  708908909.000;           -119.591
  709009009.000;           -119.015
  709109109.000;           -121.893
  709209209.000;           -121.317
  709309309.000;           -122.469
  709409409.000;           -118.439
  709509510.000;           -121.893
  709609610.000;           -117.864
  709709710.000;           -122.469
  709809810.000;           -120.166
  709909910.000;           -120.742
  710010010.000;           -120.166
  710110110.000;           -117.864
  710210210.000;           -119.591
  710310310.000;           -121.893
  710410410.000;           -121.893
  710510511.000;           -120.742
  710610611.000;           -120.742
  710710711.000;           -120.742
  710810811.000;           -121.317
  710910911.000;           -118.439
  711011011.000;           -123.044
  711111111.000;           -122.469
  711211211.000;           -124.771
  711311311.000;           -119.591
  711411411.000;           -116.712
  711511512.000;           -119.015
  711611612.000;           -124.196
  711711712.000;           -117.864
  711811812.000;           -119.015
  711911912.000;           -118.439
  712012012.000;           -122.469
  712112112.000;           -120.166
  712212212.000;           -120.166
  712312312.000;           -119.015
  712412412.000;           -117.864
  712512513.000;           -123.044
  712612613.000;           -119.591
  712712713.000;           -122.469
  712812813.000;           -122.469
  712912913.000;           -123.620
  713013013.000;           -121.893
  713113113.000;           -122.469
  713213213.000;           -117.864
  713313313.000;           -120.166
  713413413.000;           -117.288
  713513514.000;           -120.166
  713613614.000;           -119.591
  713713714.000;           -121.893
  713813814.000;           -121.317
  713913914.000;           -121.317
  714014014.000;           -119.015
